NAME	SIZE	ES	NES	NOM.p.val	FDR.q.val	FWER.p.val	RANK.AT.MAX	PERCENT_LEAD	PERCENT_LIST	PERCENT_SIGNAL	DIRECTION	NUM_DE
GO_SINGLE_STRANDED_RNA_BINDING	56	-0.636842	-1.4966662	0.030251842	0.2648108	1	2692	29	12	32	-1	9
GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	40	-0.8115728	-1.8382341	0.0006329114	0.05233062	0.3625	751	23	3	23	-1	10
GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	388	-0.517022	-1.4900036	0.0012962526	0.26748666	1	1754	17	8	18	-1	66
GO_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	59	-0.6766187	-1.6111906	0.009672387	0.20726801	1	3350	39	15	46	-1	3
GO_SMALL_RIBOSOMAL_SUBUNIT	63	-0.6602829	-1.5878958	0.011158022	0.21451978	1	5308	68	23	89	-1	2
GO_SMALL_SUBUNIT_PROCESSOME	33	-0.7294149	-1.5948966	0.019735768	0.20936055	1	4435	61	19	75	-1	3
GO_SMOOTHENED_SIGNALING_PATHWAY	62	0.47888002	1.2915946	0.10279531	0.46998912	1	2919	34	13	39	1	10
GO_SNRNA_BINDING	34	-0.66977715	-1.4768505	0.04797407	0.27944577	1	3151	29	14	34	-1	2
GO_SNRNA_METABOLIC_PROCESS	77	-0.60155165	-1.480028	0.025940921	0.27614582	1	4793	44	21	56	-1	7
GO_SOLUTE_CATION_SYMPORTER_ACTIVITY	76	0.5895055	1.6405462	0.0052517764	0.27073815	1	2336	28	10	31	1	11
GO_SOLUTE_PROTON_SYMPORTER_ACTIVITY	24	0.7920611	1.7928994	0.0027020387	0.18347275	0.9279	2519	54	11	61	1	5
GO_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	17	0.6260977	1.3144015	0.14754099	0.45701125	1	2014	29	9	32	1	2
GO_SPINDLE_MIDZONE	25	0.6401124	1.4628491	0.059579726	0.38823244	1	1485	16	6	17	1	2
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	26	-0.7210313	-1.5218794	0.03707398	0.24849077	1	3218	38	14	45	-1	1
GO_STARTLE_RESPONSE	20	-0.777801	-1.5680046	0.029037189	0.2282496	1	2685	40	12	45	-1	4
GO_STEREOCILIUM_BUNDLE	33	0.5269414	1.2735586	0.1394453	0.48205417	1	3817	36	17	44	1	4
GO_STEROID_BIOSYNTHETIC_PROCESS	89	-0.6366413	-1.5957577	0.006074631	0.21073651	1	1496	24	7	25	-1	17
GO_STEROID_HYDROXYLASE_ACTIVITY	17	0.7692525	1.6282781	0.016254418	0.26252526	1	1981	35	9	39	1	2
GO_STEROID_METABOLIC_PROCESS	177	-0.5407161	-1.4636933	0.010444209	0.28712785	1	1496	16	7	17	-1	34
GO_STEROL_BIOSYNTHETIC_PROCESS	38	-0.7029916	-1.5730765	0.021732183	0.2196523	1	1455	42	6	45	-1	12
GO_STEROL_METABOLIC_PROCESS	103	-0.5985008	-1.5302932	0.009906595	0.24113716	1	1496	23	7	25	-1	25
GO_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	28	0.59138286	1.3802637	0.09028832	0.41956303	1	757	18	3	18	1	7
GO_SULFURIC_ESTER_HYDROLASE_ACTIVITY	15	0.7971025	1.6350034	0.013463324	0.26225773	1	3168	33	14	39	1	1
GO_SYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	17	0.6789682	1.4328232	0.07545412	0.39791787	1	2229	24	10	26	1	3
GO_SYMPORTER_ACTIVITY	116	0.45641363	1.3417308	0.037813682	0.43702883	1	2336	29	10	32	1	20
GO_SYNAPTIC_TRANSMISSION_CHOLINERGIC	24	0.6424766	1.4544356	0.059334658	0.38905114	1	2509	25	11	28	1	1
GO_SYNTAXIN_1_BINDING	16	-0.7473954	-1.4564714	0.057688966	0.29369846	1	3817	38	17	45	-1	1
GO_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	32	-0.6661591	-1.4640679	0.051188905	0.2875124	1	3882	44	17	53	-1	6
GO_TELOMERE_MAINTENANCE_VIA_TELOMERASE	16	-0.7906115	-1.5505208	0.032019705	0.23636577	1	1670	31	7	34	-1	3
GO_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	25	-0.74521804	-1.5653996	0.022936547	0.2312875	1	1992	28	9	31	-1	4
GO_TELOMERE_ORGANIZATION	86	-0.6620215	-1.6565323	0.003544528	0.16879947	1	3212	29	14	34	-1	10
GO_TETRAHYDROFOLATE_METABOLIC_PROCESS	21	-0.75535786	-1.536392	0.03512046	0.23861012	1	1170	24	5	25	-1	3
GO_THIOESTER_BIOSYNTHETIC_PROCESS	47	-0.7196167	-1.6611477	0.0062637017	0.1658835	1	646	13	3	13	-1	9
GO_THIOESTER_METABOLIC_PROCESS	72	-0.6571259	-1.6075842	0.0066716084	0.20934123	1	1029	14	4	14	-1	14
GO_THYROID_GLAND_DEVELOPMENT	15	-0.86376065	-1.6657434	0.008201012	0.16813672	1	1167	27	5	28	-1	3
GO_TISSUE_REMODELING	73	0.51089865	1.4153817	0.03772455	0.41023934	1	1376	11	6	12	1	5
GO_TONGUE_DEVELOPMENT	16	-0.83770293	-1.639409	0.011407511	0.18165071	1	884	31	4	32	-1	5
GO_TRABECULA_FORMATION	18	-0.7290498	-1.4500949	0.06888851	0.29856503	1	1157	17	5	18	-1	2
GO_TRACHEA_DEVELOPMENT	17	-0.77793854	-1.5238698	0.036972445	0.24550945	1	143	18	1	18	-1	4
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	161	-0.5847642	-1.5744078	0.0026759433	0.21952239	1	1304	15	6	16	-1	23
GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_BINDING	223	-0.5444938	-1.5038745	0.004327351	0.25830775	1	1304	13	6	14	-1	29
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	72	-0.62875056	-1.5424627	0.015010508	0.23803888	1	5161	50	23	64	-1	9
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	244	-0.56421345	-1.567667	0.0012615112	0.22801419	1	1371	15	6	16	-1	37
GO_TRANSCRIPTION_FROM_RNA_POLYMERASE_I_PROMOTER	35	-0.6983121	-1.5427364	0.02703583	0.2382549	1	4116	46	18	56	-1	5
GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS	157	0.43784568	1.345763	0.020440252	0.43900567	1	2793	30	12	34	1	23
GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING	16	0.7282527	1.5198828	0.0409701	0.3314075	1	3816	50	17	60	1	3
GO_TRANSLATIONAL_ELONGATION	111	-0.567421	-1.4636734	0.024746906	0.2865591	1	4345	41	19	50	-1	9
GO_TRANSLATIONAL_INITIATION	141	-0.6939655	-1.8380351	0	0.047487285	0.3651	5341	72	23	93	-1	11
GO_TRANSLATIONAL_TERMINATION	92	-0.66008884	-1.6677833	0.0025850926	0.17034733	1	4764	50	21	63	-1	8
GO_TRANSLATION_FACTOR_ACTIVITY_RNA_BINDING	86	-0.62569773	-1.5575732	0.01089838	0.2294496	1	3626	42	16	50	-1	13
GO_TRANSLATION_INITIATION_FACTOR_ACTIVITY	48	-0.76178104	-1.7601374	0.0015547264	0.1233313	0.9567	3032	48	13	55	-1	10
GO_TRANSLATION_PREINITIATION_COMPLEX	16	-0.84331757	-1.6351839	0.01021822	0.1830582	1	2577	69	11	77	-1	4
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	76	0.52367276	1.4573361	0.02302839	0.39218703	1	2374	22	10	25	1	10
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_PHOSPHATASE_ACTIVITY	17	0.5970933	1.2692742	0.17467873	0.4828114	1	3252	35	14	41	1	0
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	60	0.5488337	1.4754262	0.026816608	0.38912383	1	2257	25	10	28	1	9
GO_TRANSMITTER_GATED_CHANNEL_ACTIVITY	21	0.5671672	1.2587283	0.17519493	0.4973473	1	845	14	4	15	1	3
GO_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	35	-0.7357166	-1.6225895	0.012621359	0.19587079	1	4162	49	18	59	-1	3
GO_TRIVALENT_INORGANIC_CATION_TRANSPORT	37	-0.6490491	-1.4522507	0.053805776	0.29549477	1	1068	22	5	23	-1	8
GO_TRNA_BINDING	42	-0.7261897	-1.6465428	0.007828726	0.17534989	1	1952	29	9	31	-1	5
GO_TRNA_METABOLIC_PROCESS	169	-0.6460701	-1.7427813	0	0.121817365	0.9867	3467	37	15	43	-1	19
GO_TRNA_PROCESSING	108	-0.5708745	-1.4643729	0.0207862	0.2880565	1	3586	31	16	37	-1	9
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	24	0.5616326	1.2722161	0.15841824	0.4842715	1	907	17	4	17	1	4
GO_TUMOR_NECROSIS_FACTOR_RECEPTOR_SUPERFAMILY_BINDING	41	0.49199334	1.2311906	0.16639742	0.5236236	1	1549	17	7	18	1	5
GO_U4_U6_X_U5_TRI_SNRNP_COMPLEX	21	-0.76155186	-1.5487663	0.026705222	0.23588306	1	3218	48	14	55	-1	1
GO_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_BINDING	32	-0.72161627	-1.5609683	0.021949222	0.22813989	1	3126	38	14	43	-1	4
GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY	101	0.4454074	1.2872208	0.073627844	0.47398078	1	1852	24	8	26	1	16
GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	42	-0.64557165	-1.4536767	0.054126557	0.29525444	1	148	7	1	7	-1	6
GO_VACUOLAR_LUMEN	94	0.53428286	1.5371746	0.007815044	0.3174878	1	2696	22	12	25	1	6
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT	25	0.57681555	1.3198358	0.13194445	0.45210522	1	2014	24	9	26	1	3
GO_VISUAL_BEHAVIOR	41	-0.65183914	-1.4734042	0.04630215	0.28146872	1	1140	12	5	13	-1	6
GO_VITAMIN_TRANSPORT	25	0.6420871	1.473514	0.048507463	0.39185643	1	1690	32	7	35	1	6
GO_VITAMIN_TRANSPORTER_ACTIVITY	17	0.6842503	1.449452	0.07075914	0.39188766	1	1690	41	7	44	1	5
GO_WNT_ACTIVATED_RECEPTOR_ACTIVITY	22	0.784843	1.7353425	0.0050687906	0.23576225	0.9965	1376	36	6	39	1	7
GO_WNT_PROTEIN_BINDING	29	0.7890422	1.8464288	0.001003009	0.16783474	0.6738	1376	38	6	40	1	8
GO_ZYMOGEN_ACTIVATION	96	-0.6393269	-1.617215	0.0053153285	0.20341137	1	2836	26	12	30	-1	11
HALLMARK_ANDROGEN_RESPONSE	98	-0.7432836	-1.881951	0.0001435338	0.02001952	0.1094	675	16	3	17	-1	16
HALLMARK_ANGIOGENESIS	32	-0.78448313	-1.6968907	0.0031040679	0.15601608	1	1583	19	7	20	-1	1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	70	-0.8539077	-2.0803561	0	0	0	804	36	4	37	-1	23
HALLMARK_COAGULATION	108	0.4525183	1.3175616	0.05500705	0.45406538	1	1101	9	5	10	1	13
HALLMARK_E2F_TARGETS	199	-0.5593761	-1.5258049	0.0038860103	0.24418142	1	3140	30	14	34	-1	24
HALLMARK_GLYCOLYSIS	191	-0.5839322	-1.5915595	0.0011709601	0.21144849	1	1618	17	7	18	-1	25
HALLMARK_HEDGEHOG_SIGNALING	33	-0.71477747	-1.5467056	0.024418037	0.23280893	1	1231	24	5	26	-1	8
HALLMARK_HYPOXIA	187	-0.7260478	-1.978938	0	0.0009492815	0.0027	1511	23	7	24	-1	36
HALLMARK_IL2_STAT5_SIGNALING	171	-0.58137256	-1.5730461	0.0022663644	0.21875772	1	1843	17	8	18	-1	24
HALLMARK_INTERFERON_ALPHA_RESPONSE	89	0.63767076	1.807272	0	0.1920418	0.8832	2241	25	10	27	1	16
HALLMARK_MTORC1_SIGNALING	196	-0.75623524	-2.065911	0	0	0	1554	31	7	33	-1	48
HALLMARK_MYC_TARGETS_V1	199	-0.6296084	-1.7262537	0.00013056534	0.13782026	0.9967	3299	43	14	49	-1	42
HALLMARK_MYC_TARGETS_V2	58	-0.77472025	-1.8417628	0.00015491867	0.05293592	0.3325	2329	59	10	65	-1	17
HALLMARK_OXIDATIVE_PHOSPHORYLATION	198	-0.57042843	-1.5565792	0.0014276444	0.22995375	1	5026	49	22	62	-1	25
HALLMARK_SPERMATOGENESIS	95	-0.62198246	-1.5801947	0.008392603	0.22140971	1	2107	21	9	23	-1	14
HALLMARK_TNFA_SIGNALING_VIA_NFKB	186	-0.59425	-1.6196462	0.00039128732	0.20149511	1	1231	17	5	17	-1	38
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	111	-0.61768097	-1.5880698	0.0048247483	0.21517055	1	1515	23	7	24	-1	18
HALLMARK_UV_RESPONSE_DN	144	-0.577358	-1.5310277	0.006388474	0.2410593	1	2208	13	10	15	-1	12
HALLMARK_UV_RESPONSE_UP	151	-0.5504408	-1.4724619	0.013707835	0.28169885	1	2008	17	9	18	-1	18
KEGG_ABC_TRANSPORTERS	38	0.54380774	1.3454493	0.0958379	0.4384322	1	1468	26	6	28	1	9
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	41	-0.7752824	-1.7569238	0.0015755475	0.11879373	0.9642	2154	44	9	48	-1	11
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	42	-0.64448076	-1.4583308	0.050801713	0.29314145	1	1564	17	7	18	-1	4
KEGG_ARGININE_AND_PROLINE_METABOLISM	48	-0.65094054	-1.5095265	0.033265337	0.25774392	1	926	17	4	17	-1	10
KEGG_BASAL_TRANSCRIPTION_FACTORS	32	-0.67047286	-1.4569688	0.057222042	0.29319328	1	3778	44	17	52	-1	2
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	21	-0.81893337	-1.6665784	0.0073104384	0.1714048	1	148	14	1	14	-1	4
KEGG_CELL_CYCLE	121	-0.57582104	-1.4965055	0.0121748755	0.26381272	1	2477	24	11	27	-1	19
KEGG_CITRATE_CYCLE_TCA_CYCLE	28	-0.7854653	-1.6660775	0.010317856	0.16906646	1	4011	57	18	69	-1	3
KEGG_DILATED_CARDIOMYOPATHY	76	0.5127785	1.4238509	0.026833074	0.4063754	1	2131	18	9	20	1	11
KEGG_DNA_REPLICATION	36	-0.69638944	-1.5399882	0.027035674	0.23862706	1	3882	56	17	67	-1	8
KEGG_DORSO_VENTRAL_AXIS_FORMATION	22	-0.81730163	-1.6653376	0.0082325265	0.16745162	1	871	18	4	19	-1	4
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	33	0.68221533	1.6310282	0.0127583565	0.26811123	1	5197	48	23	63	1	1
KEGG_ECM_RECEPTOR_INTERACTION	75	0.49976104	1.386086	0.045058575	0.4186126	1	4785	36	21	45	1	3
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	33	-0.75096714	-1.6400623	0.009711881	0.18442634	1	1129	21	5	22	-1	5
KEGG_GALACTOSE_METABOLISM	22	-0.7580803	-1.546907	0.027479092	0.23320822	1	850	27	4	28	-1	5
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	48	-0.7216491	-1.6705097	0.0059162383	0.16927461	1	850	17	4	17	-1	8
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	18	0.63708794	1.3672408	0.10714286	0.4227474	1	2391	39	10	43	1	1
KEGG_HEDGEHOG_SIGNALING_PATHWAY	41	0.62199193	1.5566754	0.01758658	0.31234854	1	2407	27	11	30	1	7
KEGG_HUNTINGTONS_DISEASE	166	-0.54608023	-1.4715687	0.009390931	0.28178868	1	5137	37	22	48	-1	8
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	71	0.4698092	1.2917985	0.09470836	0.4730059	1	2131	18	9	20	1	8
KEGG_LONG_TERM_DEPRESSION	60	-0.63016665	-1.5017055	0.027815366	0.25971863	1	2231	23	10	26	-1	7
KEGG_LYSOSOME	112	0.49773276	1.4577386	0.011180992	0.3933102	1	2859	29	12	32	1	14
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	33	0.6330703	1.5219986	0.031508263	0.32848677	1	5197	39	23	51	1	3
KEGG_MISMATCH_REPAIR	23	-0.74241984	-1.5365046	0.030720161	0.23914844	1	4333	65	19	80	-1	4
KEGG_N_GLYCAN_BIOSYNTHESIS	46	0.61763734	1.5884794	0.01510989	0.31280026	1	3567	41	16	49	1	4
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	50	0.5336282	1.3877211	0.059165053	0.41919437	1	2375	28	10	31	1	6
KEGG_NUCLEOTIDE_EXCISION_REPAIR	44	-0.6508629	-1.4890075	0.038177535	0.26835975	1	4144	50	18	61	-1	6
KEGG_OXIDATIVE_PHOSPHORYLATION	111	-0.5888974	-1.5108213	0.0094753215	0.25920326	1	4838	37	21	47	-1	7
KEGG_PENTOSE_PHOSPHATE_PATHWAY	22	-0.7375169	-1.5102516	0.039612234	0.2568313	1	668	23	3	23	-1	6
KEGG_RIBOSOME	86	-0.6623195	-1.6485803	0.0032088682	0.17505245	1	6409	88	28	122	-1	2
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	52	0.5677045	1.4912759	0.026010744	0.36993968	1	2211	25	10	28	1	3
KEGG_RNA_DEGRADATION	57	-0.62921023	-1.493931	0.032431602	0.26680794	1	4191	40	18	49	-1	7
KEGG_STARCH_AND_SUCROSE_METABOLISM	24	-0.798215	-1.6487849	0.010496021	0.18054385	1	1665	38	7	40	-1	7
KEGG_STEROID_BIOSYNTHESIS	15	-0.85054386	-1.6410524	0.009156542	0.18359019	1	1455	40	6	43	-1	5
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	117	-0.67923224	-1.7581551	0.00014084508	0.11978338	0.9612	5388	74	24	96	-1	7
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	29	0.5931015	1.3967377	0.079305135	0.42570278	1	1468	24	6	26	1	6
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE	17	0.68670017	1.4515123	0.06730995	0.39060223	1	520	29	2	30	1	6
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	35	-0.72988683	-1.6022507	0.014989293	0.20954958	1	3882	57	17	69	-1	8
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	45	0.5614907	1.4243898	0.044878855	0.40683407	1	2507	29	11	32	1	3
REACTOME_ACTIVATION_OF_GENES_BY_ATF4	24	-0.7415013	-1.5387834	0.032021347	0.23966219	1	2341	42	10	46	-1	5
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	-0.7044313	-1.6788266	0.0042676423	0.16054161	1	5304	70	23	91	-1	6
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	30	-0.708808	-1.5326079	0.032179028	0.23987967	1	3129	47	14	54	-1	7
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	24	0.65323025	1.4796109	0.04331683	0.39239106	1	1443	17	6	18	1	2
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	17	0.6104704	1.2832557	0.17164715	0.47353226	1	190	18	1	18	1	4
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	20	-0.88978976	-1.8009927	0.0005178664	0.076763645	0.7106	262	10	1	10	-1	2
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	42	0.59136385	1.4872228	0.029949643	0.37867275	1	4145	38	18	46	1	3
REACTOME_AMINO_ACID_SYNTHESIS_AND_INTERCONVERSION_TRANSAMINATION	16	0.6308036	1.3210758	0.14189675	0.4540533	1	329	19	1	19	1	5
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	28	0.62888235	1.4756558	0.044247787	0.39349717	1	3192	29	14	33	1	3
REACTOME_AMYLOIDS	40	-0.730163	-1.6386013	0.009505703	0.18204145	1	575	13	3	13	-1	4
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	78	0.5821618	1.629278	0.00524206	0.2641133	1	3882	37	17	45	1	4
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	62	-0.6349614	-1.5179965	0.02559415	0.2511073	1	5205	50	23	65	-1	5
REACTOME_BASIGIN_INTERACTIONS	24	0.7045175	1.5944638	0.020899925	0.3040201	1	2274	29	10	32	1	4
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	17	0.7976784	1.6910555	0.008122313	0.2730685	1	2262	35	10	39	1	3
REACTOME_BIOLOGICAL_OXIDATIONS	88	0.5131872	1.4670488	0.019935692	0.39047897	1	3374	33	15	39	1	10
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	28	0.5452351	1.2709471	0.15531336	0.48412132	1	3567	36	16	42	1	2
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	34	-0.7322853	-1.6066749	0.016393442	0.20901784	1	1924	24	8	26	-1	6
REACTOME_CELL_CELL_COMMUNICATION	104	0.42943922	1.2418227	0.1	0.5102257	1	3460	24	15	28	1	8
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	46	0.5515422	1.4088908	0.057424117	0.4146284	1	1443	15	6	16	1	3
REACTOME_CELL_CYCLE_CHECKPOINTS	110	-0.61874944	-1.590295	0.004649852	0.21331656	1	3882	36	17	44	-1	10
REACTOME_CHOLESTEROL_BIOSYNTHESIS	20	-0.89438164	-1.7960954	0.0003472825	0.07755356	0.7533	1657	65	7	70	-1	7
REACTOME_CHROMOSOME_MAINTENANCE	91	-0.6737262	-1.704519	0.0011535689	0.15403578	0.9999	2352	30	10	33	-1	17
REACTOME_CIRCADIAN_CLOCK	50	-0.6309498	-1.4616547	0.0431476	0.28928477	1	1511	18	7	19	-1	8
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	19	-0.79358846	-1.5861378	0.019036185	0.21637377	1	4011	63	18	77	-1	2
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	140	-0.57211334	-1.5106978	0.009680938	0.25800094	1	3150	18	14	21	-1	11
REACTOME_COLLAGEN_FORMATION	56	0.6424464	1.704237	0.0042265425	0.25968632	0.9999	2958	34	13	39	1	6
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	29	0.5223063	1.2288591	0.18521322	0.52540547	1	2395	31	10	35	1	4
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	-0.8500486	-1.7767174	0.001353867	0.09683121	0.8917	2265	67	10	74	-1	7
REACTOME_DARPP_32_EVENTS	23	-0.71589994	-1.4727669	0.051541183	0.28165624	1	779	17	3	18	-1	5
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	43	-0.6824198	-1.5528212	0.020108523	0.23300608	1	4187	44	18	54	-1	3
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	42	-0.7093064	-1.607191	0.0105212815	0.2090199	1	1813	24	8	26	-1	9
REACTOME_DNA_REPAIR	104	-0.5926179	-1.5157129	0.014787431	0.25477794	1	3970	36	17	43	-1	9
REACTOME_DNA_STRAND_ELONGATION	30	-0.7418119	-1.5948726	0.017267143	0.20832548	1	3882	60	17	72	-1	7
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	20	0.58751017	1.2846915	0.15783074	0.47452253	1	3117	35	14	40	1	1
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	74	0.5966028	1.655045	0.0036385688	0.2740271	1	2958	30	13	34	1	8
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	18	-0.78137755	-1.5561705	0.02750726	0.22819896	1	440	22	2	23	-1	5
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	52	-0.6989958	-1.6359128	0.009191463	0.18276367	1	5304	69	23	90	-1	4
REACTOME_G1_S_TRANSITION	106	-0.5894737	-1.5088003	0.0114122685	0.25790188	1	3882	41	17	49	-1	16
REACTOME_G2_M_CHECKPOINTS	41	-0.7282365	-1.6361679	0.008898237	0.18356942	1	3140	46	14	54	-1	8
REACTOME_GLOBAL_GENOMIC_NER_GG_NER	33	-0.6935402	-1.52765	0.034245454	0.24389	1	3882	52	17	62	-1	5
REACTOME_GLUTATHIONE_CONJUGATION	21	0.65568775	1.4443837	0.062144093	0.39090744	1	2516	29	11	32	1	2
REACTOME_GLYCOLYSIS	24	-0.82171917	-1.7165941	0.004015392	0.14491168	0.9989	828	29	4	30	-1	7
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	96	0.5067153	1.4494276	0.022847682	0.38985628	1	2826	27	12	31	1	8
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	22	0.5874076	1.3088926	0.14684106	0.45732108	1	1043	23	5	24	1	4
REACTOME_HIV_LIFE_CYCLE	110	-0.5712101	-1.4719318	0.01992423	0.28161713	1	4966	45	22	57	-1	11
REACTOME_INFLUENZA_LIFE_CYCLE	146	-0.5865124	-1.5600029	0.0039450414	0.22850484	1	6612	76	29	106	-1	4
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	112	-0.6521899	-1.6849885	0.0008484163	0.15935399	1	6612	85	29	119	-1	2
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	19	-0.74055016	-1.4849808	0.04966022	0.2714728	1	3729	42	16	50	-1	2
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	19	0.5939528	1.2806238	0.16404231	0.47441894	1	3049	32	13	36	1	4
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	46	0.5531112	1.4073335	0.05750274	0.41164774	1	3637	30	16	36	1	2
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	22	0.78413415	1.7422049	0.0037193156	0.25084814	0.9943	1852	41	8	44	1	3
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	26	0.7609213	1.7522556	0.0046488866	0.23272663	0.9901	2033	38	9	42	1	3
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	25	-0.7054079	-1.4807658	0.05069047	0.27509946	1	1780	24	8	26	-1	5
REACTOME_LIPOPROTEIN_METABOLISM	22	-0.7166014	-1.4736083	0.051368706	0.28163713	1	83	9	0	9	-1	2
REACTOME_MEIOSIS	71	-0.6644567	-1.6233797	0.006705409	0.19671933	1	4003	35	17	43	-1	7
REACTOME_MEIOTIC_RECOMBINATION	48	-0.7018824	-1.6250303	0.009464702	0.19559094	1	3882	38	17	45	-1	5
REACTOME_MEIOTIC_SYNAPSIS	44	-0.67844874	-1.5454744	0.02617471	0.23470367	1	2295	27	10	30	-1	6
